Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
10/27/2017,5889.99,5994.06,5674.06,5771.89,11911.042,69053794.44,5797.460412
10/26/2017,5741.35,5988,5683,5890,11788.30259,69079451.81,5859.999884
10/25/2017,5518.49,5748,5366,5735.88,12349.1067,68370411.13,5536.466141
10/24/2017,5869.82,5870,5453.01,5523.4,17286.72374,97560230.19,5643.65068
10/23/2017,5967.38,6045.34,5617.75,5871.17,15331.63503,89530043.16,5839.562642
10/22/2017,6010.85,6071.07,5700,5969,12232.52333,71898806.16,5877.675784
10/21/2017,5977.26,6180,5871,6013.46,15357.42373,92912504.83,6050.005941
10/20/2017,5700,6074,5589.8,5977.29,15109.06365,89014299.88,5891.450452
10/19/2017,5572.64,5735.14,5512.06,5698.69,9919.838217,56087316.56,5654.055574
10/18/2017,5591.97,5617.75,5101.36,5582.05,18961.6758,101657249.6,5361.195428
10/17/2017,5752.2,5776.31,5506.78,5597.31,9105.281879,51035573.57,5605.051468
10/16/2017,5683.92,5807.11,5548,5745.72,9066.799745,51508749.11,5681.02865
10/15/2017,5795.01,5830,5415,5679.7,11542.94583,64464008.42,5584.710294
10/14/2017,5653.58,5817.34,5558.26,5801.29,8410.936231,47779356.45,5680.622839
10/13/2017,5444,5846.43,5380,5653.6,27827.38029,155848051.9,5600.529057
10/12/2017,4822.01,5445,4793.66,5445,19916.22802,102559923.2,5149.565627
10/11/2017,4747.9,4869.78,4700,4822.01,9866.895622,47256315.42,4789.38029
10/10/2017,4761.67,4909.97,4700,4749.29,11666.02496,56088789.35,4807.874965
10/9/2017,4597.97,4865,4541,4764.7,12923.66662,60473207.29,4679.260854
10/8/2017,4422.72,4612,4404.5,4597.98,10083.86685,45490443.57,4511.210258
10/7/2017,4356.09,4463,4312.82,4423.3,4646.405621,20320065.24,4373.286986
10/6/2017,4301.09,4425,4278.4,4362.95,8377.30165,36552658.15,4363.297357
10/5/2017,4219.74,4358.97,4137.96,4301.09,8419.962842,35912272.84,4265.134362
10/4/2017,4315.73,4343,4170.07,4219.53,8518.992749,36068254.94,4233.863791
10/3/2017,4391.41,4425,4218,4315.83,12468.05726,53551605.48,4295.104231
10/2/2017,4369.33,4453,4352,4391.48,8259.818632,36293751.01,4394.013069
10/1/2017,4326.09,4377.22,4216,4377.22,7211.335136,30871704.79,4280.997098
9/30/2017,4162.04,4349,4154.28,4326.09,7496.782499,32073448.82,4278.295232
9/29/2017,4183.47,4227.62,4022.02,4164.82,12191.93065,50336312.65,4128.658052
9/28/2017,4202.34,4270.01,4123.5,4184.84,9625.929382,40309035.77,4187.547422
9/27/2017,3883.95,4226.73,3870,4199.29,15075.83872,61255648.53,4063.166878
9/26/2017,3920.66,3970,3850.61,3888.03,10014.62367,39220959.7,3916.368801
9/25/2017,3667.01,3968.59,3658.39,3918,14979.78226,57632408.09,3847.346182
9/24/2017,3781.13,3783.25,3615,3664.22,6508.72499,24009707.82,3688.849638
9/23/2017,3611.91,3810.25,3552,3779.17,10123.23214,37609099.77,3715.127665
9/22/2017,3607.83,3761.84,3514,3612.18,15007.73845,54271184.82,3616.213395
9/21/2017,3864,3914,3573,3617.05,17904.29717,67012342.18,3742.807748
9/20/2017,3888.8,4050,3820.56,3874.46,11660.27181,45847238.86,3931.918535
9/19/2017,4102,4119.7,3848.35,3888.8,15278.93044,60404491.57,3953.450263
9/18/2017,3662.95,4122.7,3659.42,4101.6,17207.59892,67988469.46,3951.072416
9/17/2017,3669.07,3772.52,3463,3662.99,11770.21765,42657776.56,3624.213063
9/16/2017,3699.89,3872.9,3500,3678.93,23158.22891,84905914.76,3666.338868
9/15/2017,3227.79,3820,2972.01,3700.01,60278.94654,203168386,3370.470083
9/14/2017,3861.89,3921.74,3210,3227.79,41319.39713,146101729.7,3535.911458
9/13/2017,4170.6,4179.14,3720.01,3865.34,29636.38096,115516897.1,3897.807133
9/12/2017,4198.89,4377.65,4080,4172.56,13294.4377,56268039.79,4232.449771
9/11/2017,4226.21,4353.49,4092.4,4207.31,11191.59504,47148979.98,4212.891889
9/10/2017,4322.44,4322.44,4010,4226.22,14724.20414,61040452.05,4145.585829
9/9/2017,4327.41,4379.78,4164,4308.72,9974.388235,42689334.62,4279.895029
9/8/2017,4615,4679.97,4125.99,4312,23693.30162,103569423.2,4371.253312
9/7/2017,4605.81,4674.34,4475,4615,9254.851427,42435328.99,4585.198295
9/6/2017,4397.38,4649.23,4356.42,4605.8,16634.10421,75306805.37,4527.253433
9/5/2017,4282.53,4474.88,4001.93,4396.52,20884.21969,88444473.15,4234.990555
9/4/2017,4603.68,4613.97,4058.5,4277,25069.12523,107792606.9,4299.815249
9/3/2017,4599.9,4700,4385,4606.26,11224.91456,51112035,4553.445351
9/2/2017,4921.71,4979.9,4488.5,4599.9,16977.79362,79492706.8,4682.15768
9/1/2017,4734.26,4935,4671.09,4921.7,15367.5297,73889667.5,4808.168194
8/31/2017,4573.15,4765.21,4566.66,4734.26,8911.412459,41726210.49,4682.334106
8/30/2017,4578.82,4642.22,4479,4573.2,8720.03504,39800539.16,4564.263673
8/29/2017,4385,4649.78,4336.26,4578.82,11879.64283,53491168.4,4502.758977
8/28/2017,4329.91,4399.72,4169.01,4379.99,8641.002446,37077203.39,4290.845145
8/27/2017,4333.38,4393.3,4290.32,4337.68,3979.124453,17263967.23,4338.63465
8/26/2017,4348.17,4369.78,4232.43,4333.38,6559.668604,28227915.28,4303.253256
8/25/2017,4308.8,4449.98,4270,4355.98,9699.610034,42274063.39,4358.326082
8/24/2017,4121.78,4350,4082.57,4300.34,10782.69437,45174068.67,4189.497275
8/23/2017,4078,4248.97,4051.94,4108.12,14979.40348,62117291.56,4146.846811
8/22/2017,3987.51,4139.31,3600,4085,23522.75817,91600325.72,3894.115013
8/21/2017,4058.64,4080,3949.78,3987.52,9782.056594,39203908.96,4007.736878
8/20/2017,4091.99,4125.95,4000,4058.68,6237.972896,25289638.6,4054.143713
8/19/2017,4100,4188,3900,4099.55,15036.18405,60604905.58,4030.604133
8/18/2017,4260.47,4368,3964.96,4100,17516.99336,73224029.24,4180.171091
8/17/2017,4361.99,4480,4167.21,4276.5,14573.18593,63228604.19,4338.694675
8/16/2017,4154.99,4379.78,3926.06,4378.84,12923.63728,54194325.8,4193.426713
8/15/2017,4320.95,4400,3800,4155.67,25515.71801,104651369.1,4101.447155
8/14/2017,4053.87,4329.43,3964.96,4306.23,14212.30421,59836002.81,4210.154943
8/13/2017,3855.04,4190,3841.71,4053.87,15889.82979,63672103.45,4007.097892
8/12/2017,3651.74,3934,3586.95,3855.1,12351.07466,46799798.4,3789.127641
8/11/2017,3410,3705,3390.67,3645.06,11927.37333,41888022.26,3511.923462
8/10/2017,3342.99,3448,3311.17,3413.03,9031.12128,30658440.51,3394.7546
8/9/2017,3408.46,3423.1,3178.72,3342.99,14286.84414,47356464.4,3314.69035
8/8/2017,3387.54,3490,3300,3412.41,15835.37021,54054824.25,3413.549765
8/7/2017,3216.78,3430,3186,3387.55,12046.11727,40225852,3339.320971
8/6/2017,3263.51,3296.51,3146.1,3222.75,5998.735789,19412655.97,3236.124519
8/5/2017,2851.01,3339.66,2848.32,3263.62,16996.2731,53861926.03,3169.043337
8/4/2017,2793.34,2877.52,2765.91,2855,7635.821672,21650087.64,2835.331752
8/3/2017,2703.51,2807.44,2698.83,2793.37,7963.697999,21938304,2754.788542
8/2/2017,2732,2760,2650,2703.51,9486.625526,25701106.1,2709.193699
8/1/2017,2855.81,2929.17,2615,2731,12525.07669,34322796.56,2740.326259
7/31/2017,2745.76,2889.99,2680.01,2855.81,11114.33554,30777296.21,2769.153054
7/30/2017,2681.6,2774.45,2569.69,2742.37,9678.161261,25848893.08,2670.847528
7/29/2017,2777.01,2785.65,2631.78,2680.56,10782.21754,29159800.95,2704.434487
7/28/2017,2666.33,2825,2655.82,2777.01,14069.50149,38675840.62,2748.91336
7/27/2017,2524.99,2695,2509.63,2666.33,11826.4752,30470923.86,2576.500889
7/26/2017,2564.74,2608.96,2400,2524.99,17713.67447,44091449.21,2489.119312
7/25/2017,2759.95,2775.79,2450,2564.82,21326.54784,55120720.9,2584.605878
7/24/2017,2756.8,2800,2701,2759.98,10001.91507,27562701.02,2755.742359
7/23/2017,2824.82,2855,2640,2749.02,11001.9646,30310788.74,2755.0342
7/22/2017,2667.01,2882,2644.59,2832.71,12819.63135,35805144.41,2792.993296
7/21/2017,2880,2887.45,2611.39,2670,20724.1605,56456355.34,2724.180568
7/20/2017,2265.51,2938,2265.51,2875.03,30989.89113,80388738.23,2594.030999
7/19/2017,2308.82,2402.5,2223,2265.21,17009.8835,39248446.86,2307.390693
7/18/2017,2226,2392,2164,2303.71,25204.4896,57683997.07,2288.639761
7/17/2017,1917.72,2229.97,1910.57,2226,26448.5014,55057438.35,2081.684611
7/16/2017,1970.51,2044.44,1830,1917.63,25562.70564,49010482.23,1917.265055
7/15/2017,2209.44,2219.99,1967.65,1970.51,19886.67952,40927009.37,2058.011209
7/14/2017,2340,2357.84,2140,2213.37,12659.01704,28326253.11,2237.634488
7/13/2017,2383.97,2425.16,2312.93,2339.99,8429.850403,19957908.68,2367.528215
7/12/2017,2301.55,2408.84,2239.54,2388,12883.55494,30256255.57,2348.439985
7/11/2017,2326.12,2399,2242.62,2305.98,17580.96164,41145883.94,2340.365948
7/10/2017,2504,2527.88,2261.85,2323.45,17296.34045,41650843.77,2408.072614
7/9/2017,2550.13,2564.65,2500.5,2502.28,4483.144134,11362427.97,2534.477508
7/8/2017,2501.46,2555,2462,2550.07,5405.890887,13584489.52,2512.904866
7/7/2017,2599.01,2605,2475,2501.46,9430.615458,23870564.36,2531.177787
7/6/2017,2598.37,2614,2522,2600.39,8333.980949,21529601.71,2583.351443
7/5/2017,2594.52,2623,2530.1,2602.9,10882.83901,27950344.7,2568.295339
7/4/2017,2540.07,2639.47,2540.07,2596.12,9662.759414,25107482.88,2598.376075
7/3/2017,2504.81,2595,2472.68,2550.47,11520.70731,29213705.74,2535.756265
7/2/2017,2421.3,2528.72,2374.34,2504.37,8744.534411,21386273.68,2445.673226
7/1/2017,2465.48,2517.11,2390,2412.41,8885.893497,21750491.24,2447.755113
6/30/2017,2538.41,2564.58,2451,2465.49,8715.716762,21948643.03,2518.283192
6/29/2017,2550.99,2594.78,2500.31,2541.59,8125.377637,20771078.34,2556.321597
6/28/2017,2565,2593,2468.01,2559.9,12274.5453,31106035.77,2534.190473
6/27/2017,2421.21,2565,2291,2565,19129.59651,45774590.05,2392.867514
6/26/2017,2502.26,2550.03,2315.01,2421.22,22094.21151,54096000.65,2448.424133
6/25/2017,2557.66,2635.72,2432,2502.03,10339.57437,26249953.89,2538.784764
6/24/2017,2685.05,2724.96,2512.13,2557.66,13342.81786,34944802.73,2618.997209
6/23/2017,2713.48,2745,2657.46,2685.05,8232.480649,22348019.57,2714.615499
6/22/2017,2658.67,2740,2594.61,2713.48,10792.78765,28955845.86,2682.8885
6/21/2017,2734.03,2789,2611,2657.04,15676.32353,42304860.31,2698.646799
6/20/2017,2598,2783,2581,2740,15891.69949,42538164.74,2676.753658
6/19/2017,2516.98,2598,2480.96,2598,10570.67253,27011860.51,2555.358748
6/18/2017,2630.06,2665,2460.62,2516.98,9424.231181,24023680.66,2549.139575
6/17/2017,2484.68,2674.4,2420.53,2630,11142.98519,28569796.41,2563.926626
6/16/2017,2424.96,2540,2307.66,2484.68,13802.3933,33831741.34,2451.150363
6/15/2017,2451.42,2516.2,2120,2424.91,36751.09131,84952914.56,2311.57529
6/14/2017,2705.99,2801,2320,2450,29478.82028,76114991.86,2582.022996
6/13/2017,2656.97,2783.62,2638.62,2703.02,16275.83441,44217458.2,2716.755226
6/12/2017,2954.23,2980,2480.03,2667.06,31534.94606,85799286.22,2720.768448
6/11/2017,2899.01,2967.46,2861.53,2954.22,6830.60684,19889995.68,2911.892918
6/10/2017,2818,2912.98,2800,2899.99,9593.361191,27434766.12,2859.765787
6/9/2017,2805.46,2868.23,2780.43,2822.32,8036.313569,22701156.24,2824.822109
6/8/2017,2680.24,2815,2613.13,2806,13251.40545,36430027.3,2749.144417
6/7/2017,2875.71,2893.28,2612.5,2683.03,16967.04354,47205426.44,2782.183375
6/6/2017,2698,2933,2689.4,2880.74,26695.67082,75249106.78,2818.775647
6/5/2017,2530.27,2699.35,2525.28,2698,12221.44481,31919212.32,2611.738041
6/4/2017,2538.1,2569,2460,2530.27,8828.624943,22263365.05,2521.725093
6/3/2017,2488.94,2584.34,2445,2540.94,10810.58469,27295110.64,2524.850545
6/2/2017,2413.58,2489,2370.03,2488.94,12428.70059,30186115.46,2428.742669
6/1/2017,2298.01,2456.39,2296.81,2413.63,18401.6636,43990417.87,2390.567441
5/31/2017,2201.7,2334,2154.28,2298.01,16279.29243,36862481.13,2264.378583
5/30/2017,2290.18,2339.08,2160,2203.51,13888.85097,31434633.58,2263.299796
5/29/2017,2172.54,2350,2110,2292.1,12129.27809,27376000.71,2257.018144
5/28/2017,2042.89,2313.96,2041.48,2178.81,15375.21813,33655092.72,2188.918066
5/27/2017,2280.7,2339.94,1850,2042,26216.27513,54113571.78,2064.121296
5/26/2017,2277.01,2599.12,2060,2279.82,28326.82201,66466402.58,2346.412264
5/25/2017,2420.29,2760.1,2221,2292.53,32964.76143,83028907.05,2518.717062
5/24/2017,2265.9,2481.75,2264.64,2420.29,22144.5982,52782234.68,2383.526412
5/23/2017,2088.76,2275,2088.45,2264.23,14138.91967,31139771.52,2202.415195
5/22/2017,2017.55,2230.34,2001,2099.97,16338.53541,34535101.53,2113.720763
5/21/2017,2013.99,2063.11,1961.52,2017.55,6755.834369,13647083.74,2020.044157
5/20/2017,1959.09,2021,1914,2013.99,12309.94747,24248476.49,1969.827779
5/19/2017,1879,1969.99,1874.99,1958,14124.61831,27218796.92,1927.046545
5/18/2017,1779,1881.8,1766.33,1878.99,11916.12339,21766168.13,1826.614866
5/17/2017,1700.01,1840.42,1670.01,1782.99,17797.31852,31598676.87,1775.474032
5/16/2017,1706.07,1750,1641.22,1700.01,16554.08858,28255380.02,1706.852049
5/15/2017,1782.3,1784,1682.56,1705.48,13316.80218,22951575.79,1723.505049
5/14/2017,1776.8,1815,1753,1784,4816.732088,8585557.393,1782.444453
5/13/2017,1690.33,1785.82,1601.46,1776.89,10532.23451,17797259.46,1689.789515
5/12/2017,1830.85,1832,1650,1691.51,17062.84463,29856372.54,1749.78869
5/11/2017,1774.52,1892,1745.01,1828.45,14740.21933,26997283.11,1831.538766
5/10/2017,1720.26,1794.21,1682,1772.58,11265.37864,19697560.66,1748.504093
5/9/2017,1649.55,1760.4,1616.05,1720.28,16807.73323,28741490.64,1710.015875
5/8/2017,1554.38,1653.97,1554.38,1649.54,19262.35353,30652223.06,1591.302071
5/7/2017,1554.04,1565,1525,1554.01,7667.785851,11809645.33,1540.163688
5/6/2017,1515.39,1578.97,1505,1558.02,7901.14284,12179087.26,1541.433627
5/5/2017,1537.36,1609,1495,1514.9,15603.68437,24257672.5,1554.611842
5/4/2017,1503.25,1623.01,1444.94,1537.23,19548.52974,30115422.58,1540.54668
5/3/2017,1447.75,1516.04,1431.02,1503.22,11077.58949,16380266.84,1478.685129
5/2/2017,1390.86,1481.73,1388,1447.75,8920.689858,12836209.77,1438.925685
5/1/2017,1348.88,1425,1341.22,1390.86,8604.414932,11923132.22,1385.699355
4/30/2017,1336.77,1356,1315.68,1350.21,3536.175811,4718587.814,1334.37591
4/29/2017,1333.93,1342.8,1316,1333,3927.450615,5226089.447,1330.656948
4/28/2017,1331,1347.02,1299,1330.7,8234.275544,10882526.4,1321.613097
4/27/2017,1287.92,1342.02,1285,1331.53,6669.987468,8810060.906,1320.851193
4/26/2017,1271.4,1330,1265,1287.99,8707.639042,11266221.16,1293.8319
4/25/2017,1253.57,1280,1251.07,1269,5249.773533,6651231.265,1266.955845
4/24/2017,1242,1254,1234,1253.58,3048.6889,3788507.319,1242.667731
4/23/2017,1231.85,1248.99,1223.42,1241.99,2604.721965,3219987.143,1236.21146
4/22/2017,1243.6,1247.15,1199,1233.2,4173.283215,5126960.215,1228.519597
4/21/2017,1234.93,1252.32,1231.65,1243.61,5023.03852,6236859.582,1241.650757
4/20/2017,1203.98,1243.88,1201.66,1234.19,5972.935392,7302307.335,1222.565934
4/19/2017,1202.59,1209.99,1190,1203.98,6046.519437,7247878.763,1198.686094
4/18/2017,1176.59,1210,1175.95,1202.58,5514.182405,6636782.793,1203.584196
4/17/2017,1162.31,1192.5,1161,1176.54,3568.825075,4210491.81,1179.797755
4/16/2017,1171,1179.3,1150,1162.31,2663.990283,3094769.464,1161.704486
4/15/2017,1169.53,1192.5,1165,1173.45,1804.450797,2128067.819,1179.343778
4/14/2017,1172.56,1193,1142,1170.34,8982.767896,10475652.88,1166.194317
4/13/2017,1212.16,1219.45,1141,1172.91,7135.302957,8410788.792,1178.757068
4/12/2017,1218.99,1224.57,1208,1212.17,3475.194626,4224875.803,1215.723508
4/11/2017,1209.99,1229,1198.02,1218.99,3487.753108,4229830.763,1212.766682
4/10/2017,1205.2,1219.71,1195,1209.25,3656.816313,4416613.867,1207.775696
4/9/2017,1184.05,1216.87,1173.98,1206.2,4817.424249,5764973.907,1196.692176
4/8/2017,1190.66,1197.3,1166.66,1184.03,2720.798227,3224244.361,1185.036189
4/7/2017,1190.72,1202,1176,1190.66,5450.272714,6486716.496,1190.163655
4/6/2017,1134.86,1201.37,1134.36,1190.85,9134.295598,10690571.43,1170.377214
4/5/2017,1143,1145,1111,1134.58,5588.976408,6299621.448,1127.151197
4/4/2017,1146.42,1162.93,1118.85,1143,7420.866238,8471842.704,1141.624499
4/3/2017,1076.59,1152,1076.19,1144.77,11076.86273,12487637.63,1127.362317
4/2/2017,1083.95,1100,1066.49,1078.01,7639.896217,8274688.323,1083.089101
4/1/2017,1071.34,1097,1061.64,1083.94,5209.128363,5617315.775,1078.360022
3/31/2017,1033.79,1081,1031.43,1070.31,12058.78809,12711331.62,1054.113525
3/30/2017,1037.29,1050.17,1017.14,1033.7,8645.377871,8919386.179,1031.694197
3/29/2017,1042.83,1059.43,1008.16,1035.96,9379.71932,9675900.398,1031.576753
3/28/2017,1039.09,1068.26,1014.9,1043.99,9115.517125,9538479.545,1046.400266
3/27/2017,959.08,1043,952.95,1039.92,8687.087115,8753826.092,1007.682549
3/26/2017,956.02,997,937.52,960,9012.917651,8743359.973,970.0920736
3/25/2017,928.1,963.36,891.33,956.02,13507.43542,12469646.95,923.169096
3/24/2017,1030.84,1032,920,929.06,16072.41708,15697051.68,976.645367
3/23/2017,1037.6,1054.4,1010.69,1029.65,5916.995393,6134595.753,1036.775482
3/22/2017,1114.39,1114.39,988,1037.56,14521.25636,15061002.63,1037.169392
3/21/2017,1036.23,1117.9,1034.92,1114.39,11125.4954,12068049.72,1084.720212
3/20/2017,1012.88,1053,1010.01,1035.96,7497.911034,7764665.809,1035.577213
3/19/2017,969.4,1063.7,969.4,1017.97,12201.86141,12333561.01,1010.793402
3/18/2017,1068.16,1099,944.36,969.4,21292.60431,21545879.41,1011.89498
3/17/2017,1172,1173.23,1063,1071.02,16704.57322,18711161.79,1120.122109
3/16/2017,1258.75,1258.96,1130,1172.62,15246.55276,18265147.56,1197.985397
3/15/2017,1245.82,1260,1238.32,1257.32,3930.500225,4920843.356,1251.963637
3/14/2017,1242.46,1260,1226.5,1245.86,5745.496509,7156458.547,1245.577042
3/13/2017,1226.42,1249.02,1215.43,1242.46,5637.362963,6963555.136,1235.25045
3/12/2017,1176.58,1241.85,1170.9,1226.62,5793.908516,7003314.406,1208.737485
3/11/2017,1111.55,1198,1106.51,1176.55,7346.786993,8529224.303,1160.946181
3/10/2017,1190.99,1350,975,1116.97,33467.94356,38830456.29,1160.228331
3/9/2017,1149.34,1208,1135.01,1190.89,7654.738349,9019820.318,1178.33163
3/8/2017,1233.86,1245.49,1145.5,1150.05,13399.43821,15905595.45,1187.034501
3/7/2017,1278.49,1281.62,1175.97,1233.05,14450.03794,17887749.61,1237.903297
3/6/2017,1269.98,1285,1251,1278.49,4249.647938,5420772.933,1275.581651
3/5/2017,1260,1275,1240,1273,3026.017395,3809526.436,1258.92417
3/4/2017,1287.38,1289.55,1230,1260,4951.232105,6237601.903,1259.808018
3/3/2017,1256.32,1298,1255,1285.33,7545.477203,9615648.42,1274.359217
3/2/2017,1228,1283.25,1215,1257.6,7762.732439,9679539.506,1246.924273
3/1/2017,1191.16,1231,1188.3,1226.39,6013.065823,7276140.328,1210.054994
2/28/2017,1194.64,1209.99,1176.27,1191.21,7562.474095,9017082.515,1192.345574
2/27/2017,1180.46,1197.99,1169,1194.64,4640.77359,5511306.897,1187.583663
2/26/2017,1152.11,1184.97,1133,1179.05,3536.486214,4127618.083,1167.152318
2/25/2017,1180.05,1184.73,1127,1152.2,6238.43763,7226444.77,1158.374131
2/24/2017,1183.53,1220,1091.1,1180.14,19598.23103,23023500.2,1174.774406
2/23/2017,1130.02,1193.92,1120.73,1188.11,11753.23856,13558056.03,1153.559162
2/22/2017,1124.83,1143,1098.16,1130.01,11673.08927,13146726.04,1126.242226
2/21/2017,1084,1126.86,1077,1124.62,8395.473716,9273663.177,1104.602729
2/20/2017,1051.8,1089.99,1044.39,1084,3664.373686,3902660.354,1065.027939
2/19/2017,1056.4,1061.9,1039.07,1051.8,2270.849912,2388775.412,1051.930117
2/18/2017,1055.75,1068.99,1046.14,1056.4,4474.949306,4745831.612,1060.533044
2/17/2017,1032.91,1064.99,1031.98,1055.46,6085.022606,6386285.161,1049.508864
2/16/2017,1011.53,1043.21,1010.75,1032.7,5996.10413,6170238.859,1029.041312
2/15/2017,1008.88,1013.8,1000.97,1011.53,3095.66,3123812.215,1009.094091
2/14/2017,1000.74,1019,987.97,1008.88,6761.108063,6806110.342,1006.656051
2/13/2017,1000.73,1007.89,975.1,1000.79,4547.260369,4522130.78,994.473686
2/12/2017,1011.01,1011.97,991.98,1000.73,2683.997358,2690265.37,1002.335327
2/11/2017,995.49,1020,987.62,1012.4,4472.512617,4509154.726,1008.192735
2/10/2017,985.71,1010.68,950,996.08,10731.29007,10491584.37,977.6629187
2/9/2017,1051.73,1074.69,913.73,986,25150.07016,25064862.06,996.6120134
2/8/2017,1052.48,1070,1025,1050.4,9633.264652,10072826.84,1045.629618
2/7/2017,1024,1056.25,1021.3,1052.48,5372.132625,5605838.107,1043.503297
2/6/2017,1010.03,1031.94,1005.1,1023.99,5080.848355,5188721.523,1021.23133
2/5/2017,1033.72,1034.6,1004.7,1011.07,4348.17045,4417546.506,1015.955229
2/4/2017,1015.06,1044.23,1004,1033.18,5752.28734,5884560.603,1022.994898
2/3/2017,1009.15,1022.64,987.01,1016.99,10928.02422,11029881.3,1009.320723
2/2/2017,983.79,1011.65,973.12,1009.17,8269.680536,8222686.79,994.3173444
2/1/2017,963.99,986.96,962,983.67,6954.399472,6748543.967,970.3992408
1/31/2017,919.99,970,917.5,963.99,9507.101832,9024041.55,949.1895332
1/30/2017,913.12,923,910,919.99,3121.187544,2865063.727,917.9402668
1/29/2017,918.6,919.99,910.45,912.01,1349.0148,1234746.082,915.2946887
1/28/2017,918.02,920.99,913.08,918.6,1175.86353,1078884.522,917.5252866
1/27/2017,914.95,924.88,908.01,918.02,4830.535162,4433746.381,917.8582149
1/26/2017,893.25,919.49,892.86,914.83,5164.89702,4688102.253,907.685523
1/25/2017,885.47,904.01,884.5,893.43,5291.554742,4725942.373,893.1103623
1/24/2017,913.15,923,881.48,885.47,9405.046565,8495975.458,903.3422003
1/23/2017,923.75,927.57,913.21,913.52,3514.741429,3234454.303,920.2538418
1/22/2017,921.98,937.74,886.76,923.76,7166.665479,6569177.192,916.6295276
1/21/2017,895.81,928,895,921.98,5865.632031,5373391.084,916.0804933
1/20/2017,902.23,902.43,880,895.8,6618.627764,5915865.487,893.8205467
1/19/2017,887.69,910,878.89,901.01,11094.6033,9929647.201,894.9979494
1/18/2017,905.95,915.99,851.74,887.7,11181.89888,9830117.654,879.1098686
1/17/2017,831.76,908.5,827,905.99,12264.16938,10775497.86,878.6161971
1/16/2017,821.86,835,818.09,831.81,6166.043977,5107031.212,828.2508576
1/15/2017,819.52,823.45,808,821.86,4231.463903,3455365.871,816.5887622
1/14/2017,825.98,837.76,810,818.27,6614.718992,5470214.992,826.9761722
1/13/2017,807.51,831.4,775,825.86,11409.52033,9224729.89,808.5116309
1/12/2017,778.7,832.99,751.34,807.47,17400.14155,13632251.44,783.4563529
1/11/2017,905.24,918.4,755,778.62,35893.76837,29459968.9,820.7544162
1/10/2017,896.09,912.47,889.41,905.05,8535.521688,7704271.2,902.6128082
1/9/2017,909.8,912.87,875,896.23,8716.182941,7780059.063,892.5993311
1/8/2017,906.2,941.81,881.3,909.75,8937.492708,8168170.348,913.9219035
1/7/2017,894.02,907.05,812.28,906.2,20401.11359,17624310.02,863.889608
1/6/2017,1004.73,1026.99,871,893.89,27916.7031,25523261.28,914.2648825
1/5/2017,1114.38,1136.72,885.41,1004.74,36018.86112,36211399.53,1005.345488
1/4/2017,1035.51,1139.89,1028.56,1114.92,21562.45697,23469644.96,1088.449475
1/3/2017,1011.44,1039,999.99,1035.24,9089.658025,9276500.306,1020.55548
1/2/2017,997.75,1032,990.01,1012.54,8167.38103,8273576.985,1013.002449
1/1/2017,966.34,1005,960.53,997.75,6850.593309,6764742.055,987.4680558
12/31/2016,959.54,966.37,944.11,966.3,4162.921299,3978648.148,955.7346541
12/30/2016,969.99,970,931,959.54,10755.03649,10228764.24,951.0673666
12/29/2016,976.48,980.74,950,969.58,7858.456854,7599251.052,967.0156868
12/28/2016,930.34,976.48,929.49,976.47,12285.11131,11744311.24,955.9792288
12/27/2016,897.82,936.42,891,930.34,7225.773117,6665199.068,922.4201978
12/26/2016,890.65,905.18,888,897.1,3467.546228,3117208.418,898.9666506
12/25/2016,892.61,894.97,859,890.67,4658.236422,4071449.161,874.0323145
12/24/2016,914.48,918.5,878.89,892.61,6026.454704,5425021.88,900.2012205
12/23/2016,858.94,920,858.93,914,16526.6288,14837057.96,897.7667585
12/22/2016,832.02,875,827.29,859.96,12070.35326,10331509.73,855.9409576
12/21/2016,798.83,834.97,796.82,832.75,9391.364961,7667888.811,816.4828907
12/20/2016,791.03,803,787.1,798.65,4118.693505,3267705.401,793.3839694
12/19/2016,788.34,794.39,787.01,791,3917.870275,3100648.864,791.4118247
12/18/2016,788.3,790.99,780,788.67,2519.243749,1983165.366,787.2066235
12/17/2016,781.32,790.88,780.36,788.52,2389.761881,1878367.311,786.0060563
12/16/2016,776.3,782.46,771.24,781.32,3475.771132,2706428.282,778.6554923
12/15/2016,777.03,779.08,771,775.89,3039.822327,2360816.753,776.6298483
12/14/2016,775.75,781,770.74,777.09,2333.380395,1812395.335,776.725192
12/13/2016,777,793.27,765.1,775.35,4918.814007,3828369.081,778.3114132
12/12/2016,768.97,779,768.96,776.9,2805.191332,2174538.228,775.1835688
12/11/2016,772.28,772.28,764.01,768.97,1421.130417,1090977.425,767.6828328
12/10/2016,769.57,774.12,768.11,772.28,2200.708128,1700155.015,772.549069
12/9/2016,766.84,773.99,766.29,769.57,2868.416569,2209620.288,770.3275431
12/8/2016,764.05,772.01,762.29,766.84,4892.939255,3758555.432,768.1590218
12/7/2016,758.97,769.61,751.78,763.99,4809.707776,3665122.078,762.0259376
12/6/2016,749.51,759.9,747.99,758.98,6763.738525,5108421.859,755.2660175
12/5/2016,762,762.09,743,750.24,5567.772857,4175776.968,749.9905393
12/4/2016,762.97,762.97,752.41,762,3215.684818,2440424.843,758.9129474
12/3/2016,770.91,770.99,752.41,760.75,2772.661248,2114389.558,762.5848847
12/2/2016,751.55,778.07,750.77,769.99,8098.575325,6209209.262,766.7038971
